publication_number,title,url,code,number_of_cited_by
US-5700276-A,Surgical forceps,https://patents.google.com/patent/US5700276A,A61B17/1608,1009
US-9662110-B2,Surgical stapling instrument with an articulatable end effector,https://patents.google.com/patent/US9662110B2,A61B2017/07285,1009
US-6003013-A,Customer worth differentiation by selective activation of physical instrumentalities within the casino,https://patents.google.com/patent/US6003013A,G06Q30/0201,1009
US-5343382-A,Adaptive current control,https://patents.google.com/patent/US5343382A,H02P7/0094,1009
US-7931877-B2,Needleless hub disinfection device,https://patents.google.com/patent/US7931877B2,A61L2/18,1009
US-5683451-A,Apparatus and methods for deployment release of intraluminal prostheses,https://patents.google.com/patent/US5683451A,A61F2/915,1009
US-2006050018-A1,Accessory system for vehicle,https://patents.google.com/patent/US20060050018A1,B60R2001/1253,1009
US-5531759-A,System for closing a percutaneous puncture formed by a trocar to prevent tissue at the puncture from herniating,https://patents.google.com/patent/US5531759A,A61B2017/00654,1009
US-4721099-A,Operating mechanism for bendable section of endoscope,https://patents.google.com/patent/US4721099A,A61B1/00042,1009
US-5476481-A,Electrotherapy apparatus with superimposed AC fields,https://patents.google.com/patent/US5476481A,A61N1/36034,1009
US-2009008639-A1,Semiconductor Device and Manufacturing Method Thereof,https://patents.google.com/patent/US20090008639A1,G02F1/167,1009
US-7235072-B2,Motion detector for controlling electrosurgical output,https://patents.google.com/patent/US7235072B2,A61B2018/00791,1009
US-8343150-B2,Mechanical cycling of seal pressure coupled with energy for tissue fusion,https://patents.google.com/patent/US8343150B2,A61B2018/1412,1008
US-6389538-B1,System for tracking end-user electronic content usage,https://patents.google.com/patent/US6389538B1,H04L67/52,1008
US-2007208359-A1,Method for stapling tissue,https://patents.google.com/patent/US20070208359A1,A61B2017/07271,1008
US-5823950-A,Manual and automatic probe calibration,https://patents.google.com/patent/US5823950A,G01J2003/2866,1008
US-5471129-A,Rechargeable light curing apparatus,https://patents.google.com/patent/US5471129A,H02J7/0048,1008
US-6171327-B1,Intravascular filter and method,https://patents.google.com/patent/US6171327B1,A61F2250/0023,1008
US-2002042090-A1,Subcutaneous glucose electrode,https://patents.google.com/patent/US20020042090A1,A61B5/14532,1008
US-8822934-B2,Collimator changer,https://patents.google.com/patent/US8822934B2,Y10T483/18,1008
US-9737365-B2,Tool with articulation lock,https://patents.google.com/patent/US9737365B2,A61B2090/508,1008
US-6366813-B1,Apparatus and method for closed-loop intracranical stimulation for optimal control of neurological disease,https://patents.google.com/patent/US6366813B1,A61N1/0529,1008
US-2018168614-A1,Anvil arrangements for surgical staplers,https://patents.google.com/patent/US20180168614A1,A61B2017/00464,1008
US-5002550-A,Suture anchor installation tool,https://patents.google.com/patent/US5002550A,A61F2002/30092,1008
US-6503381-B1,Biosensor,https://patents.google.com/patent/US6503381B1,C12Q1/005,1008
US-10206605-B2,"Time dependent evaluation of sensor data to determine stability, creep, and viscoelastic elements of measures",https://patents.google.com/patent/US10206605B2,A61B2017/00477,1008
US-7648457-B2,Method of positioning a device on an endoscope,https://patents.google.com/patent/US7648457B2,A61B1/012,1008
US-5651762-A,Apparatus for holding intestines out of an operative field,https://patents.google.com/patent/US5651762A,A61B17/0293,1008
US-8197501-B2,Control for a powered surgical instrument,https://patents.google.com/patent/US8197501B2,A61B2017/291,1008
US-2015324317-A1,Authentication and information system for reusable surgical instruments,https://patents.google.com/patent/US20150324317A1,G16Z99/00,1008
US-7110803-B2,Device and method for determining analyte levels,https://patents.google.com/patent/US7110803B2,C12Q1/006,1007
US-8628544-B2,Knife bar for surgical instrument,https://patents.google.com/patent/US8628544B2,A61B17/07207,1007
US-2013275164-A1,Intelligent Automated Assistant,https://patents.google.com/patent/US20130275164A1,G06Q10/02,1007
EP-0255631-A1,Sterilizable battery,https://patents.google.com/patent/EP0255631A1,H01M10/658,1007
US-5324035-A,Video gaming system with fixed pool of winning plays and global pool access,https://patents.google.com/patent/US5324035A,G07F17/32,1007
US-7173651-B1,Apparatus and system for prompt digital photo delivery and archival,https://patents.google.com/patent/US7173651B1,H04N1/32411,1007
US-2012116381-A1,Surgical instrument with charging station and wireless communication,https://patents.google.com/patent/US20120116381A1,A61B2050/0065,1007
US-2018271520-A1,Tissue thickness compensator comprising at least one medicament,https://patents.google.com/patent/US20180271520A1,A61B2017/07271,1007
US-4823264-A,Electronic funds transfer system,https://patents.google.com/patent/US4823264A,G06Q20/023,1007
US-2011247051-A1,"System, method and computer program product for performing one or more actions based on a determined access permissions for a plurality of users",https://patents.google.com/patent/US20110247051A1,G06F2221/2141,1007
US-8664792-B2,Wind turbine and a shaft for a wind turbine,https://patents.google.com/patent/US8664792B2,F03D15/20,1007
US-2009249244-A1,"Dynamic information management system and method for content delivery and sharing in content-, metadata- &amp; viewer-based, live social networking among users concurrently engaged in the same and/or similar content",https://patents.google.com/patent/US20090249244A1,G06F3/0481,1007
US-5324316-A,Implantable microstimulator,https://patents.google.com/patent/US5324316A,H01L2224/48091,1007
US-2011225417-A1,Digital rights management in a mobile environment,https://patents.google.com/patent/US20110225417A1,H04L65/756,1007
US-9700319-B2,"Surgical stapling and cutting apparatus, clamp mechanisms, systems and methods",https://patents.google.com/patent/US9700319B2,A61B2017/2923,1007
US-2005186240-A1,Gel suitable for implantation and delivery system,https://patents.google.com/patent/US20050186240A1,A61L27/56,1007
US-5534911-A,Virtual personal channel in a television system,https://patents.google.com/patent/US5534911A,H04N5/765,1007
US-5024652-A,Ophthalmological device,https://patents.google.com/patent/US5024652A,A61B17/3201,1007
US-2019104919-A1,Method for situational awareness for surgical network or surgical network connected device capable of adjusting function based on a sensed situation or usage,https://patents.google.com/patent/US20190104919A1,G06F18/24143,1007
US-4677246-A,Protogyny in Zea mays,https://patents.google.com/patent/US4677246A,A01H6/4684,1007
US-6453242-B1,Selection of sites for targeting by zinc finger proteins and methods of designing zinc finger proteins to bind to preselected sites,https://patents.google.com/patent/US6453242B1,G16B20/30,1007
US-6517433-B2,Reel spinning slot machine with superimposed video image,https://patents.google.com/patent/US6517433B2,G07F17/3211,1006
US-8119380-B2,Methods and materials for making and using transgenic dicamba-degrading organisms,https://patents.google.com/patent/US8119380B2,C12N9/00,1006
EP-0591946-A1,Surgical fastening apparatus,https://patents.google.com/patent/EP0591946A1,A61B17/128,1006
US-5369565-A,Modular power supply system,https://patents.google.com/patent/US5369565A,H02J7/0042,1006
US-9265500-B2,Surgical staple,https://patents.google.com/patent/US9265500B2,A61B17/0644,1006
US-7976563-B2,Medical instrument,https://patents.google.com/patent/US7976563B2,A61B2017/2939,1006
US-2010010332-A1,Signal processing for continuous analyte sensor,https://patents.google.com/patent/US20100010332A1,A61B5/145,1006
US-9554796-B2,Multi-fire surgical stapling apparatus including safety lockout and visual indicator,https://patents.google.com/patent/US9554796B2,A61B2017/07235,1006
US-6774926-B1,Personal television channel system,https://patents.google.com/patent/US6774926B1,H04N21/44224,1006
US-2016192960-A1,System and method for a tissue resection margin measurement device,https://patents.google.com/patent/US20160192960A1,A61B2090/0807,1006
US-2015002089-A1,Charging device for batteries of hand-held tools,https://patents.google.com/patent/US20150002089A1,H02J7/0042,1006
US-5158222-A,Surgical stapler apparatus,https://patents.google.com/patent/US5158222A,A61B17/115,1006
WO-2007121579-A1,Surgical buttress assembly,https://patents.google.com/patent/WO2007121579A1,A61B17/07207,1006
US-9532783-B2,"Circular stapler with selectable motorized and manual control, including a control ring",https://patents.google.com/patent/US9532783B2,A61B2017/00734,1006
US-6658526-B2,Network attached virtual data storage subsystem,https://patents.google.com/patent/US6658526B2,G06F3/067,1006
US-5128752-A,System and method for generating and redeeming tokens,https://patents.google.com/patent/US5128752A,G06Q30/0218,1006
US-7024233-B2,Pulse oximetry data confidence indicator,https://patents.google.com/patent/US7024233B2,G16Z99/00,1006
US-5647871-A,Electrosurgery with cooled electrodes,https://patents.google.com/patent/US5647871A,A61B18/1442,1006
US-D357981-S,Surgical stapler,https://patents.google.com/patent/USD357981S,,1006
US-9943310-B2,Surgical stapling buttresses and adjunct materials,https://patents.google.com/patent/US9943310B2,A61B17/072,1006
US-5358514-A,Implantable microdevice with self-attaching electrodes,https://patents.google.com/patent/US5358514A,A61N1/372,1006
US-4344438-A,Optical sensor of plasma constituents,https://patents.google.com/patent/US4344438A,G01N21/6428,1006
US-5773001-A,Conjugates of methyltrithio antitumor agents and intermediates for their synthesis,https://patents.google.com/patent/US5773001A,A61P35/00,1006
US-5456917-A,Method for making a bioerodible material for the sustained release of a medicament and the material made from the method,https://patents.google.com/patent/US5456917A,A61K9/1647,1006
US-2003028089-A1,Diabetes management system,https://patents.google.com/patent/US20030028089A1,A61B5/14532,1006
US-6102926-A,Apparatus for percutaneously performing myocardial revascularization having means for sensing tissue parameters and methods of use,https://patents.google.com/patent/US6102926A,A61B17/3207,1006
US-2003149988-A1,Client server based interactive television program guide system with remote server recording,https://patents.google.com/patent/US20030149988A1,H04N21/8586,1005
US-6280213-B1,Patient cable connector,https://patents.google.com/patent/US6280213B1,H01R13/26,1005
US-5418713-A,"Apparatus and method for an on demand data delivery system for the preview, selection, retrieval and reproduction at a remote location of previously recorded or programmed materials",https://patents.google.com/patent/US5418713A,G06Q30/0633,1005
US-5963923-A,System and method for trading having a principal market maker,https://patents.google.com/patent/US5963923A,G06Q40/04,1005
US-5276263-A,Inbred corn line LH216,https://patents.google.com/patent/US5276263A,A01H5/10,1005
US-5726984-A,Hierarchical data collection network supporting packetized voice communications among wireless terminals and telephones,https://patents.google.com/patent/US5726984A,H04L9/40,1005
US-6038551-A,System and method for configuring and managing resources on a multi-purpose integrated circuit card using a personal computer,https://patents.google.com/patent/US6038551A,G07F7/1008,1005
US-8945095-B2,Force and torque sensing for surgical instruments,https://patents.google.com/patent/US8945095B2,A61B19/2203,1005
US-6718535-B1,"System, method and article of manufacture for an activity framework design in an e-commerce based environment",https://patents.google.com/patent/US6718535B1,G06F9/451,1005
US-5805804-A,"Method and apparatus for scalable, high bandwidth storage retrieval and transportation of multimedia data on a network",https://patents.google.com/patent/US5805804A,H04N21/26216,1005
US-6330642-B1,Three interconnected raid disk controller data processing system architecture,https://patents.google.com/patent/US6330642B1,G06F2201/85,1005
US-8795308-B2,Laparoscopic gastric and intestinal trocar,https://patents.google.com/patent/US8795308B2,A61B17/3417,1005
US-6341007-B1,Exposure apparatus and method,https://patents.google.com/patent/US6341007B1,G03F7/70358,1005
US-10098635-B2,End effector with redundant closing mechanisms,https://patents.google.com/patent/US10098635B2,A61B2017/2944,1005
US-6117290-A,System and method for measuring a bioanalyte such as lactate,https://patents.google.com/patent/US6117290A,G01N27/3271,1005
US-6760721-B1,System and method of managing metadata data,https://patents.google.com/patent/US6760721B1,G06F16/9535,1005
US-6573099-B2,Genetic constructs for delaying or repressing the expression of a target gene,https://patents.google.com/patent/US6573099B2,C12N2830/38,1005
US-7116100-B1,Position sensing for moveable mechanical systems and associated methods and apparatus,https://patents.google.com/patent/US7116100B1,G01D5/04,1005
US-2003025599-A1,"Method and apparatus for collecting, sending, archiving and retrieving motion video and still images and notification of detected events",https://patents.google.com/patent/US20030025599A1,G08B13/19684,1005
US-8475454-B1,Electrosurgical midline clamping scissors,https://patents.google.com/patent/US8475454B1,A61B18/1442,1004
US-5505709-A,Mated infusion pump and syringe,https://patents.google.com/patent/US5505709A,A61M5/1458,1004
US-6849073-B2,"Apparatus and method for creating, maintaining, and controlling a virtual electrode used for the ablation of tissue",https://patents.google.com/patent/US6849073B2,A61B18/1206,1004
US-2012251861-A1,Shock proof structure of battery pack for receiving battery cell,https://patents.google.com/patent/US20120251861A1,H01M50/24,1004
US-6039648-A,Automated tournament gaming system: apparatus and method,https://patents.google.com/patent/US6039648A,G07F17/32,1004
US-4766106-A,Solubilization of proteins for pharmaceutical compositions using polymer conjugation,https://patents.google.com/patent/US4766106A,A61K38/2013,1004
US-8409175-B2,Surgical instrument guide device,https://patents.google.com/patent/US8409175B2,A61B2017/2929,1004
US-7013290-B2,Personalized interactive digital catalog profiling,https://patents.google.com/patent/US7013290B2,G06F21/6254,1004
US-6063025-A,Apparatus for holding intestines out of an operative field,https://patents.google.com/patent/US6063025A,A61B17/0293,1004
US-9724163-B2,Disposable sterile surgical adaptor,https://patents.google.com/patent/US9724163B2,A61B34/30,1004
US-9060794-B2,System and method for robotic surgery,https://patents.google.com/patent/US9060794B2,A61B34/75,1004
US-10058963-B2,Automated end effector component reloading system for use with a robotic system,https://patents.google.com/patent/US10058963B2,A61B50/36,1004
US-9936949-B2,Surgical stapling instrument with drive assembly having toggle features,https://patents.google.com/patent/US9936949B2,A61B2017/2922,1004
US-2015272575-A1,Surgical instrument comprising a sensor system,https://patents.google.com/patent/US20150272575A1,A61B2017/07271,1003
US-9681884-B2,Surgical instrument with stress sensor,https://patents.google.com/patent/US9681884B2,A61B2017/00473,1003
US-6264617-B1,Radial jaw biopsy forceps,https://patents.google.com/patent/US6264617B1,A61B2018/1412,1003
US-7601984-B2,Field effect transistor with amorphous oxide active layer containing microcrystals and gate electrode opposed to active layer through gate insulator,https://patents.google.com/patent/US7601984B2,H01L21/428,1003
US-5987011-A,Routing method for Ad-Hoc mobile networks,https://patents.google.com/patent/US5987011A,H04W40/24,1003
US-2014248167-A1,Electric vacuum pump,https://patents.google.com/patent/US20140248167A1,F04C25/02,1003
US-2007016286-A1,Percutaneous heart valve,https://patents.google.com/patent/US20070016286A1,A61F2/243,1003
US-2012116261-A1,Surgical instrument with slip ring assembly to power ultrasonic transducer,https://patents.google.com/patent/US20120116261A1,A61B2090/0813,1003
US-6654624-B2,Pulse oximeter probe-off detector,https://patents.google.com/patent/US6654624B2,A61B5/7221,1003
US-5511781-A,Stop play award wagering system,https://patents.google.com/patent/US5511781A,G07F17/32,1003
US-6006126-A,System and method for stereotactic registration of image scan data,https://patents.google.com/patent/US6006126A,G06V10/245,1003
US-2007175949-A1,Surgical instrument having a feedback system,https://patents.google.com/patent/US20070175949A1,A61B2017/00128,1003
US-4892536-A,Absorbent article having elastic strands,https://patents.google.com/patent/US4892536A,A61F13/491,1003
US-5886026-A,Anti-angiogenic compositions and methods of use,https://patents.google.com/patent/US5886026A,A61K33/24,1003
US-2010282617-A1,Methods and apparatus for detecting molecular interactions using fet arrays,https://patents.google.com/patent/US20100282617A1,H01L29/78,1003
US-5377354-A,Method and system for sorting and prioritizing electronic mail messages,https://patents.google.com/patent/US5377354A,H04L51/42,1003
US-2010010331-A1,Signal processing for continuous analyte sensor,https://patents.google.com/patent/US20100010331A1,A61B5/1468,1003
US-7946453-B2,Surgical band fluid media dispenser,https://patents.google.com/patent/US7946453B2,A61M35/003,1003
US-6824281-B2,Vehicle accessory module,https://patents.google.com/patent/US6824281B2,B60R1/1207,1003
US-7988015-B2,Adjustable storage rack for a vending machine,https://patents.google.com/patent/US7988015B2,G07F11/04,1003
US-6760607-B2,Ribbon cable substrate pulse oximetry sensor,https://patents.google.com/patent/US6760607B2,H01R12/63,1002
WO-8906270-A1,Enzymatic detergent,https://patents.google.com/patent/WO1989006270A1,C12N9/58,1002
US-6022376-A,Percutaneous prosthetic spinal disc nucleus and method of manufacture,https://patents.google.com/patent/US6022376A,A61F2002/30617,1002
WO-2013151888-A1,Surgical staple cartridge with bendable tip,https://patents.google.com/patent/WO2013151888A1,A61B2090/0814,1002
US-8758366-B2,Multi-actuating trigger anchor delivery system,https://patents.google.com/patent/US8758366B2,A61B17/1285,1002
US-6460627-B1,Drilling and/or chiseling device,https://patents.google.com/patent/US6460627B1,B25D2216/0023,1002
CN-203736251-U,"Supports for flexible drive elements, end effectors and surgical instruments",https://patents.google.com/patent/CN203736251U,A61B17/07207,1002
CN-102835977-A,Minimally Invasive Medical Devices,https://patents.google.com/patent/CN102835977A,,1002
US-6144868-A,Reusable pulse oximeter probe and disposable bandage apparatus,https://patents.google.com/patent/US6144868A,A61B5/14552,1002
US-2003083648-A1,Method and apparatus for performing minimally invasive surgical procedures,https://patents.google.com/patent/US20030083648A1,A61B34/72,1002
US-2006123053-A1,Personalized content processing and delivery system and media,https://patents.google.com/patent/US20060123053A1,G06F16/9577,1002
US-6920345-B2,Optical sensor including disposable and reusable elements,https://patents.google.com/patent/US6920345B2,A61B5/14552,1002
US-2005246881-A1,Method for making a surgical stapler,https://patents.google.com/patent/US20050246881A1,A61B2017/07285,1002
US-9724098-B2,Staple cartridge comprising an implantable layer,https://patents.google.com/patent/US9724098B2,A61B2017/07278,1002
US-5797909-A,Apparatus for inserting spinal implants,https://patents.google.com/patent/US5797909A,A61F2/4603,1002
US-5151629-A,Blue emitting internal junction organic electroluminescent device (I),https://patents.google.com/patent/US5151629A,C09B57/10,1002
US-2224882-A,Umbrella,https://patents.google.com/patent/US2224882A,A45B17/00,1002
US-6259405-B1,Geographic based communications service,https://patents.google.com/patent/US6259405B1,H04L67/52,1002
WO-9817180-A1,Apparatus and method for producing a reinforced surgical fastener suture line,https://patents.google.com/patent/WO1998017180A1,A61B2017/00004,1001
US-8757287-B2,Electric-motor kitchen appliance comprising an electric or electronic control,https://patents.google.com/patent/US8757287B2,A47J43/0755,1001
DE-19534043-A1,Surgical work machine,https://patents.google.com/patent/DE19534043A1,A61B2090/0813,1001
US-6447448-B1,Miniature implanted orthopedic sensors,https://patents.google.com/patent/US6447448B1,A61F2/48,1001
US-6142149-A,"Oximetry device, open oxygen delivery system oximetry device and method of controlling oxygen saturation",https://patents.google.com/patent/US6142149A,A61M16/0672,1001
US-7119534-B2,Magnetic position sensor,https://patents.google.com/patent/US7119534B2,G01D5/145,1001
US-6143496-A,"Method of sampling, amplifying and quantifying segment of nucleic acid, polymerase chain reaction assembly having nanoliter-sized sample chambers, and method of filling assembly",https://patents.google.com/patent/US6143496A,C12Q1/686,1001
US-5317506-A,Infusion fluid management system,https://patents.google.com/patent/US5317506A,A61M2205/3576,1001
US-10130361-B2,Robotically-controller motorized surgical tool with an end effector,https://patents.google.com/patent/US10130361B2,H02J7/0031,1001
US-D297764-S,Surgical staple cartridge,https://patents.google.com/patent/USD297764S,,1001
US-9585663-B2,Surgical stapling instrument configured to apply a compressive pressure to tissue,https://patents.google.com/patent/US9585663B2,A61B2090/0807,1001
US-6175831-B1,Method and apparatus for constructing a networking database and system,https://patents.google.com/patent/US6175831B1,G06Q10/10,1001
US-9974538-B2,Staple cartridge comprising a compressible layer,https://patents.google.com/patent/US9974538B2,A61B2017/2927,1001
US-5940073-A,Method and system for displaying other information in a TV program guide,https://patents.google.com/patent/US5940073A,H04N21/4821,1001
US-6234897-B1,Gaming device with variable bonus payout feature,https://patents.google.com/patent/US6234897B1,A63F3/00072,1001
US-8864010-B2,Curved guide member for articulating instruments,https://patents.google.com/patent/US8864010B2,A61B2017/2902,1001
US-7563269-B2,Ultrasonic treatment device,https://patents.google.com/patent/US7563269B2,A61B2017/320093,1001
US-5593838-A,Partitioned microelectronic device array,https://patents.google.com/patent/US5593838A,B01L2300/0874,1001
US-5580411-A,Zero scrap method for manufacturing side panels for absorbent articles,https://patents.google.com/patent/US5580411A,A61F13/15804,1001
US-5875296-A,Distributed file system web server user authentication with cookies,https://patents.google.com/patent/US5875296A,H04L63/0815,1001
US-5168605-A,Method and apparatus for securing a tarp,https://patents.google.com/patent/US5168605A,Y10T24/3916,1000
US-4445509-A,Method and apparatus for removal of enclosed abnormal deposits,https://patents.google.com/patent/US4445509A,A61B2017/22074,1000
US-6460141-B1,Security and access management system for web-enabled and non-web-enabled applications and content on a computer network,https://patents.google.com/patent/US6460141B1,H04L63/168,1000
US-2007032225-A1,"Realtime, location-based cell phone enhancements, uses, and applications",https://patents.google.com/patent/US20070032225A1,H04M1/72463,1000
US-5878141-A,Computerized purchasing system and method for mediating purchase transactions over an interactive network,https://patents.google.com/patent/US5878141A,G06Q20/401,1000
US-9326812-B2,Portable surgical instrument,https://patents.google.com/patent/US9326812B2,H01M2220/30,1000
US-8629323-B2,Methods and materials for making and using transgenic dicamba-degrading organisms,https://patents.google.com/patent/US8629323B2,C12N9/1007,1000
US-6216956-B1,Environmental condition control and energy management system and method,https://patents.google.com/patent/US6216956B1,F24F11/74,1000
US-2008083807-A1,Surgical instrument including a locking assembly,https://patents.google.com/patent/US20080083807A1,A61B2017/2943,1000
US-6321338-B1,Network surveillance,https://patents.google.com/patent/US6321338B1,H04L63/145,1000
US-6526581-B1,Multi-service in-home network with an open interface,https://patents.google.com/patent/US6526581B1,H02J2207/20,1000
US-9375232-B2,Surgical cutting and sealing instrument with reduced firing force,https://patents.google.com/patent/US9375232B2,A61B2017/2937,1000
US-10342623-B2,"Surgical guidance systems, devices, and methods",https://patents.google.com/patent/US10342623B2,A61B2090/3954,1000
EP-2008595-A2,Buttress and surgical stapling apparatus,https://patents.google.com/patent/EP2008595A2,A61B2017/07257,999
US-9307987-B2,Surgical cutting instrument that analyzes tissue thickness,https://patents.google.com/patent/US9307987B2,A61B2017/00734,999
WO-9915086-A1,Surgical stapling apparatus,https://patents.google.com/patent/WO1999015086A1,A61B2090/0808,999
US-5344144-A,Progressive jackpot gaming system with enhanced accumulator,https://patents.google.com/patent/US5344144A,G07F17/32,999
US-2005136949-A1,Portable communications device and method of use,https://patents.google.com/patent/US20050136949A1,G06Q30/08,999
US-7096972-B2,Hammer drill attachment,https://patents.google.com/patent/US7096972B2,B25D11/102,999
US-9868198-B2,"Hand held surgical handle assembly, surgical adapters for use between surgical handle assembly and surgical loading units, and methods of use",https://patents.google.com/patent/US9868198B2,A61B2090/0803,999
US-9895147-B2,End effectors for surgical staplers,https://patents.google.com/patent/US9895147B2,A61B17/068,999
US-5700920-A,"Carbocyclic nucleosides containing bicyclic rings, oligonucleotides therefrom, process for their preparation, their use and intermediates",https://patents.google.com/patent/US5700920A,C07C215/44,999
US-4964559-A,Pneumatic surgical stapler connectors,https://patents.google.com/patent/US4964559A,A61B2017/00557,999
US-5750692-A,Synthesis of 3-deazapurines,https://patents.google.com/patent/US5750692A,C07H19/04,999
US-5197978-B1,Removable heat-recoverable tissue supporting device,https://patents.google.com/patent/US5197978B1,A61F2/82,999
US-5197978-A,Removable heat-recoverable tissue supporting device,https://patents.google.com/patent/US5197978A,A61F2/82,999
US-6150774-A,Multicolored LED lighting method and apparatus,https://patents.google.com/patent/US6150774A,H05B45/20,998
US-5691178-A,Fungal cellulase composition containing alkaline CMC-endoglucanase and essentially no cellobiohydrolase,https://patents.google.com/patent/US5691178A,D06M2101/06,998
US-6457625-B1,Device for installing a tissue fastener,https://patents.google.com/patent/US6457625B1,A61B2017/0646,998
US-2007032706-A1,Systems and methods for replacing signal artifacts in a glucose sensor data stream,https://patents.google.com/patent/US20070032706A1,G16H50/20,998
US-6182094-B1,Programming tool for home networks with an HTML page for a plurality of home devices,https://patents.google.com/patent/US6182094B1,H04L2101/365,998
US-6551494-B1,Small volume in vitro analyte sensor,https://patents.google.com/patent/US6551494B1,A61B5/14532,998
US-5999808-A,Wireless gaming method,https://patents.google.com/patent/US5999808A,A63F2300/406,998
US-2011172495-A1,Surgical retractor,https://patents.google.com/patent/US20110172495A1,A61B17/0293,998
US-5834252-A,End-complementary polymerase reaction,https://patents.google.com/patent/US5834252A,C12N15/10,998
US-5868762-A,Percutaneous hemostatic suturing device and method,https://patents.google.com/patent/US5868762A,A61B2017/00637,998
US-2012042218-A1,Debugging site errors by an admin as a guest user in a multi-tenant database environment,https://patents.google.com/patent/US20120042218A1,G06F11/0709,998
US-6131190-A,System for modifying JCL parameters to optimize data storage allocations,https://patents.google.com/patent/US6131190A,G06F9/5016,998
US-5909062-A,Secondary power supply for use with handheld illumination devices,https://patents.google.com/patent/US5909062A,H02J9/061,998
US-5835396-A,Three-dimensional read-only memory,https://patents.google.com/patent/US5835396A,H10B20/00,998
WO-2004019128-A2,Projection optical system and method for photolithography and exposure apparatus and method using same,https://patents.google.com/patent/WO2004019128A2,G02B17/0892,998
AU-2011218702-B2,Adjustable compression staple and method for stapling with adjustable compression,https://patents.google.com/patent/AU2011218702B2,,998
US-8317744-B2,Robotic catheter manipulator assembly,https://patents.google.com/patent/US8317744B2,A61B34/71,998
US-5354250-A,Apparatus for training the muscles of the female pelvic diaphragm,https://patents.google.com/patent/US5354250A,A63B23/20,998
US-5987352-A,Minimally invasive implantable device for monitoring physiologic events,https://patents.google.com/patent/US5987352A,A61N1/37211,998
US-6884392-B2,Apparatus and method for steam reprocessing flexible endoscopes,https://patents.google.com/patent/US6884392B2,A61L2202/24,998
US-10426471-B2,Surgical instrument with multiple failure response modes,https://patents.google.com/patent/US10426471B2,A61B2017/07271,998
US-2011144764-A1,Bone graft material,https://patents.google.com/patent/US20110144764A1,A61L27/10,998
US-6668196-B1,Ambulatory medical apparatus with hand held communication device,https://patents.google.com/patent/US6668196B1,A61M2205/581,997
EP-2090256-A2,Motorized surgical cutting and fastening instrument,https://patents.google.com/patent/EP2090256A2,A61B2017/00398,997
US-5443505-A,Biocompatible ocular implants,https://patents.google.com/patent/US5443505A,A61F9/0017,997
US-2004133164-A1,Sensor inserter device and methods of use,https://patents.google.com/patent/US20040133164A1,A61B5/14532,997
US-6697944-B1,"Digital content distribution, transmission and protection system and method, and portable device for use therewith",https://patents.google.com/patent/US6697944B1,G06F21/445,997
US-5125928-A,Ablation catheter with selectively deployable electrodes,https://patents.google.com/patent/US5125928A,A61B2017/00292,997
US-4946067-A,Inflation valve with actuating lever interlock,https://patents.google.com/patent/US4946067A,B63C9/24,997
US-4904582-A,Novel amphiphilic nucleic acid conjugates,https://patents.google.com/patent/US4904582A,A61P37/06,997
US-4066133-A,Power hand tool,https://patents.google.com/patent/US4066133A,B25B23/147,997
US-6947571-B1,"Cell phones with optical capabilities, and related applications",https://patents.google.com/patent/US6947571B1,H04N1/00307,997
US-9293757-B2,Metal-air accumulator with air electrode protection device,https://patents.google.com/patent/US9293757B2,H01M10/44,997
US-9005238-B2,Endoscopic surgical devices,https://patents.google.com/patent/US9005238B2,A61B17/2909,997
US-5023907-A,Network license server,https://patents.google.com/patent/US5023907A,G06F2221/2101,997
US-5721788-A,Method and system for digital image signatures,https://patents.google.com/patent/US5721788A,G07F7/08,997
US-3180236-A,Fluid motor construction,https://patents.google.com/patent/US3180236A,F15B15/1419,997
US-5329589-A,Mediation of transactions by a communications system,https://patents.google.com/patent/US5329589A,H04M15/90,997
US-6055314-A,System and method for secure purchase and delivery of video content programs,https://patents.google.com/patent/US6055314A,G07F7/1008,997
US-9775614-B2,Surgical stapling instruments with rotatable staple deployment arrangements,https://patents.google.com/patent/US9775614B2,A61B34/71,997
US-6077290-A,Endoscopic instrument with removable front end,https://patents.google.com/patent/US6077290A,A61B2017/292,997
WO-9206204-A1,Surface expression libraries of heteromeric receptors,https://patents.google.com/patent/WO1992006204A1,C12N2795/14022,997
US-4025216-A,Knockdown interlocking connectors,https://patents.google.com/patent/US4025216A,Y10S403/11,997
US-5299288-A,Image-directed robotic system for precise robotic surgery including redundant consistency checking,https://patents.google.com/patent/US5299288A,A61B2034/2072,996
US-9730697-B2,Surgical cutting and fastening instrument with apparatus for determining cartridge and firing motion status,https://patents.google.com/patent/US9730697B2,A61B2017/07285,996
US-9510828-B2,Conductor arrangements for electrically powered surgical instruments with rotatable end effectors,https://patents.google.com/patent/US9510828B2,A61B2017/00464,996
US-3485706-A,Textile-like patterned nonwoven fabrics and their production,https://patents.google.com/patent/US3485706A,Y10T428/24603,996
US-7086267-B2,Metal-forming die and method for manufacturing same,https://patents.google.com/patent/US7086267B2,A61B2017/07264,996
US-8348837-B2,Anoscope,https://patents.google.com/patent/US8348837B2,A61B1/0008,996
US-6185122-B1,Vertically stacked field programmable nonvolatile memory and method of fabrication,https://patents.google.com/patent/US6185122B1,G11C17/16,996
US-3976079-A,Securing devices for sutures,https://patents.google.com/patent/US3976079A,A61B2017/045,996
